dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,label,attack_cat
-0.2097739760636786,0.4202352918848127,-0.702307377728353,0.742936097226822,-0.1336769461986027,-0.1720473636751933,-0.041717951231735,-0.1039228877010725,0.6323669740648875,0.7232679941563998,-0.7204058755078845,6.210263098599768,-0.2772081336194677,-0.0750399194831532,-0.1317586669446255,-0.1361421162611943,-0.0893700295327361,-0.1106677356639498,-0.1488178056606002,-0.9154073429658456,-0.7151765320679372,-0.7155687700341328,-0.9064315437341032,-0.5216596150973576,-0.4843459740867758,-0.5030137004862797,3.1280941751828544,-0.4807028160415566,-0.1364150967171763,-0.0395568746854385,-0.6825702470760664,0.7290641481816601,-0.6450129066005168,-0.544736436226793,-0.5543731697170803,-0.6142557349778535,-0.1185901607911778,-0.1185901607911778,-0.1897680558842114,-0.5955425666084925,-0.6601106155465276,-0.1265079630440371,1,Fuzzers
-0.2097735131171744,0.4202352918848127,-0.702307377728353,0.742936097226822,-0.1336769461986027,-0.1720473636751933,-0.0452083497130001,-0.1039228877010725,0.1789221433906582,0.7232679941563998,-0.7204058755078845,2.115908394631208,-0.2772081336194677,-0.0750399194831532,-0.1317586669446255,-0.1361417020238678,-0.0893700295327361,-0.1106677356639498,-0.1488178056606002,-0.9154073429658456,-0.7151765320679372,-0.7155687700341328,-0.9064315437341032,-0.5216596150973576,-0.4843459740867758,-0.5030137004862797,1.637939766555173,-0.4807028160415566,-0.1364150967171763,-0.0395568746854385,-0.6825702470760664,0.7290641481816601,-0.6450129066005168,-0.544736436226793,-0.5543731697170803,-0.6142557349778535,-0.1185901607911778,-0.1185901607911778,-0.1897680558842114,-0.715713656611864,-0.6601106155465276,-0.1265079630440371,1,Shellcode
-0.0634436845863375,0.1518093884363435,1.4667544217711794,-0.4092180652284968,-0.0752346695167845,-0.0994902414694169,-0.0476001309673752,-0.1014586300197483,-0.5767108055340766,0.7232679941563998,1.560001977532988,-0.3899513659076219,-0.2761280058317505,-0.044739125156398,-0.1127951551966338,-0.1216157644488773,0.0298119951212255,0.0113167170031514,-0.0958081697192757,1.0924562065765338,1.72975207105577,1.9381671697074117,1.1032437785968037,2.022946170318319,2.3900774826750064,1.4022482844984423,-0.4091903882481009,-0.3103690171292096,1.150737648990536,-0.0395568746854385,-0.6825702470760664,-0.3187108530995922,-0.6450129066005168,-0.544736436226793,-0.5543731697170803,-0.6142557349778535,-0.1185901607911778,-0.1185901607911778,1.236347180134712,-0.5955425666084925,-0.6601106155465276,-0.1265079630440371,1,Fuzzers
-0.2097735131171744,-4.008792115014929,-0.702307377728353,0.742936097226822,-0.1336769461986027,-0.1720473636751933,-0.0494654914671989,-0.1039228877010725,0.1789221433906582,0.7232679941563998,-0.7204058755078845,0.1409343932355851,-0.2772081336194677,-0.0750399194831532,-0.1317586669446255,-0.1361417020238678,-0.0893700295327361,-0.1106677356639498,-0.1488178056606002,-0.9154073429658456,-0.7151765320679372,-0.7155687700341328,-0.9064315437341032,-0.5216596150973576,-0.4843459740867758,-0.5030137004862797,-0.1795600367546549,-0.4807028160415566,-0.1364150967171763,-0.0395568746854385,-0.4957294569340739,0.7290641481816601,-0.520827152566586,-0.4204677767118192,-0.3814695397012091,-0.3404370291886022,-0.1185901607911778,-0.1185901607911778,-0.1897680558842114,-0.5955425666084925,-0.4741838116640555,-0.1265079630440371,1,Fuzzers
-0.0454349112558826,0.1518093884363435,1.4667544217711794,-0.4092180652284968,-0.0752346695167845,-0.117629522020861,-0.0476001309673752,-0.1020572914903525,-0.57673403736132,0.7232679941563998,1.560001977532988,-0.3899536923975303,-0.276513181135362,-0.044739125156398,-0.1127951551966338,-0.1198040591155691,0.1107204687741562,0.0553706639234161,-0.0579293097798943,1.0924562065765338,0.1912726196635159,1.2195784440163868,1.1032437785968037,1.7094512013013337,1.2861056940404645,1.9709260923911935,-0.4091903882481009,-0.3064977944266562,1.150737648990536,-0.0395568746854385,-0.3088886667920814,-0.3187108530995922,-0.520827152566586,-0.4204677767118192,-0.3814695397012091,-0.3404370291886022,-0.1185901607911778,-0.1185901607911778,5.514692888191481,-0.5955425666084925,-0.3812204097228194,-0.1265079630440371,1,Fuzzers
-0.0265650574275404,0.1518093884363435,-0.702307377728353,-0.4092180652284968,-0.0752346695167845,-0.117629522020861,-0.0475543552495881,-0.1020572914903525,-0.5767428081990161,0.7232679941563998,1.560001977532988,-0.3899553890108756,-0.2765847584006569,-0.044739125156398,-0.1127951551966338,-0.1187068671900783,0.124879253302657,0.0458655314312389,-0.0619839831273551,1.0924562065765338,0.4050018264568865,0.9326166558403776,1.1032437785968037,2.40762870535922,2.506783466759035,2.0308180985534605,-0.4091903882481009,-0.3064977944266562,-0.1364150967171763,-0.0395568746854385,-0.6825702470760664,-0.3187108530995922,-0.6450129066005168,-0.544736436226793,-0.5543731697170803,-0.6142557349778535,-0.1185901607911778,-0.1185901607911778,-0.1897680558842114,-0.715713656611864,-0.6601106155465276,-0.1265079630440371,1,Fuzzers
-0.0931574430145065,0.1518093884363435,-0.702307377728353,-0.4092180652284968,-0.06062410034633,-0.0813509609179728,-0.0448764757590438,-0.0982982543493495,-0.576651186883622,0.7232679941563998,1.560001977532988,-0.3899209463693762,-0.2740252678140596,-0.0295887279930204,-0.0938316434486421,-0.1268994397007758,-0.0107149584507955,-0.0106741747582664,-0.1205162824342878,1.0924562065765338,-0.7074569734363663,-0.644959488153189,1.1032437785968037,1.023510044669402,0.8278071701645866,1.118168599869752,-0.2577320713056152,-0.167133777134736,-0.1364150967171763,-0.0395568746854385,-0.7759906421470626,-0.3187108530995922,-0.6450129066005168,-0.544736436226793,-0.5543731697170803,-0.7055286369076038,-0.1185901607911778,-0.1185901607911778,-0.1897680558842114,-0.715713656611864,-0.7530740174877636,-0.1265079630440371,1,Fuzzers
0.0177626876154882,0.1518093884363435,-0.702307377728353,-0.4092180652284968,-0.06062410034633,-0.0813509609179728,-0.0446590410995551,-0.0981172636721901,-0.5767330873763229,0.7232679941563998,1.560001977532988,-0.3899451165918589,-0.2755253161226069,-0.0295887279930204,-0.0938316434486421,-0.118137906008612,0.0701822923189778,0.0495973011741147,-0.0888105365820758,1.0924562065765338,2.045171643453841,-0.2813845237788341,1.1032437785968037,1.6008614940207384,0.830433918868551,2.2464145082051816,-0.2430748148273101,-0.1593913317296293,-0.1364150967171763,-0.0395568746854385,-0.5891498520050701,-0.3187108530995922,-0.6450129066005168,-0.544736436226793,-0.5543731697170803,-0.522982833048103,-0.1185901607911778,-0.1185901607911778,-0.1897680558842114,-0.715713656611864,-0.3812204097228194,-0.1265079630440371,1,Fuzzers
-0.2097741303791801,0.4202352918848127,-0.702307377728353,0.742936097226822,-0.1336769461986027,-0.1720473636751933,-0.0445217139461939,-0.1039228877010725,0.9346634812940408,0.7232679941563998,-0.7204058755078845,5.258877773196284,-0.2772081336194677,-0.0750399194831532,-0.1317586669446255,-0.1361422543403031,-0.0893700295327361,-0.1106677356639498,-0.1488178056606002,-0.9154073429658456,-0.7151765320679372,-0.7155687700341328,-0.9064315437341032,-0.5216596150973576,-0.4843459740867758,-0.5030137004862797,1.9310848961212743,-0.4807028160415566,-0.1364150967171763,-0.0395568746854385,2.4003027902668093,0.7290641481816601,0.9694018958405852,1.0707561374678674,-0.5543731697170803,2.3977500287039097,-0.1185901607911778,-0.1185901607911778,-0.1897680558842114,0.8465105134319657,2.4076816485142616,-0.1265079630440371,1,Fuzzers
-0.2097730501706702,0.4202352918848127,-0.702307377728353,0.742936097226822,-0.1336769461986027,-0.1720473636751933,-0.0409512079588014,-0.1039228877010725,-0.027189136189218,0.7232679941563998,-0.7204058755078845,2.8688310035703166,-0.2772081336194677,-0.0750399194831532,-0.1317586669446255,-0.1361412877865414,-0.0893700295327361,-0.1106677356639498,-0.1488178056606002,-0.9154073429658456,-0.7151765320679372,-0.7155687700341328,-0.9064315437341032,-0.5216596150973576,-0.4843459740867758,-0.5030137004862797,3.4554395698650007,-0.4807028160415566,-0.1364150967171763,-0.0395568746854385,-0.6825702470760664,0.7290641481816601,-0.6450129066005168,-0.544736436226793,-0.5543731697170803,-0.6142557349778535,-0.1185901607911778,-0.1185901607911778,-0.1897680558842114,-0.715713656611864,-0.5671472136052915,-0.1265079630440371,1,Fuzzers
